Iter Teff logg FeH aFe Vrad Vrot Inst_R logR Dist Av log(lk) log(vol) log(wt) h nc log(z) delta(log(z))
2112 5764.77044063 4.42368012621 -0.00428542267626 0.0057914257965 81.728215059 3.35129020048 33714.6400747 -0.0285047131262 9.98781399783 0.861175628385 -9.55940620989 -41.8429514768 -55.3373516653 41.1889660778 25 -52.0787055361 6.13766231085 
2113 5777.09304749 4.43597935454 0.00543284892409 0.000228203069272 81.7315212005 2.20229775576 32202.5177294 0.319506297862 19.6148394202 1.11414483149 -9.55924847483 -41.8627541041 -55.3341044488 41.200528392 25 -52.0408651662 6.07879221479 
2114 5773.53707076 4.44331222242 0.00257659249689 0.000744460307987 81.7454397409 1.97667468173 32096.2296374 0.0681270224963 11.87797502 1.07718549342 -9.51903212554 -41.8825567314 -55.3335178813 41.2106755373 25 -52.0043836276 6.02128514537 
2115 5772.35040224 4.44741865361 -0.00170560137706 0.0015576436368 81.7343098754 3.94234265707 35386.0779463 0.259564457811 18.6253581576 1.04658968519 -9.47200203043 -41.9023593587 -55.3096229889 41.2206071723 25 -51.9683502689 5.96514146257 
2116 5769.90822542 4.44598001962 -0.00375353453647 0.00610899762546 81.7205965233 2.91239066891 33114.4532124 -0.0081341743104 9.98390968304 0.987950252871 -9.45066921196 -41.922161986 -55.2954637276 41.2299212512 25 -51.9330829635 5.90945285548 
2117 5770.85121943 4.43298582426 -0.00235136942689 0.00368554747187 81.7316805278 4.22993663071 35931.3100013 0.293675581511 18.3605214384 1.13525125413 -9.44979240044 -41.9419646133 -55.3042183288 41.2377570836 25 -51.8993091591 5.85453654408 
2118 5766.95804461 4.43034208866 -0.00345763738585 0.0027311358426 81.7120616907 3.45186340923 33949.8511441 0.158962097636 13.8069002862 1.12288319332 -9.42584253994 -41.9617672406 -55.3115360185 41.244381864 25 -51.8668732336 5.80111788533 
2119 5774.84735157 4.43775067864 0.00137013624578 0.00378753167555 81.7156078944 3.98615578918 35203.3384611 0.181073583893 15.0183818362 1.05783804801 -9.37711483405 -41.9815698679 -55.294774791 41.250843324 25 -51.8349337972 5.74904149685 
2120 5752.94679008 4.41649402021 -0.0100713544587 0.00171380642036 81.7297007158 2.04800240599 31925.1485937 0.219667036323 16.3418976505 0.953700905577 -9.36308430563 -42.0013724952 -55.2834704637 41.2569537531 25 -51.8036365798 5.69746859951 
2121 5772.04195742 4.43946678131 0.000959533977095 0.00292437754458 81.7231916238 3.32396622363 33749.146431 0.0842648145855 13.3908442952 0.691554132225 -9.34450731481 -42.0211751225 -55.2869508007 41.2622498112 25 -51.7733930824 5.6465446062 
2122 5757.31146164 4.42155288836 -0.00831405227985 0.00335214068458 81.7203891116 2.35519135802 32188.481906 0.227415803732 16.4497135462 1.02607825971 -9.28296728363 -42.0409777498 -55.2662647322 41.2676599754 25 -51.7434329918 5.59667960747 
2123 5773.20205908 4.43606104118 0.000147602948938 0.00333962076759 81.7402633483 3.80215492139 34800.6713751 0.227589980605 16.7849251323 1.15598918615 -9.1803682243 -42.0607803771 -55.2031558923 41.2747063181 25 -51.7124785887 5.54710617034 
2124 5769.15505589 4.44086316903 0.00181290961374 0.00129883938511 81.7272432956 2.33682901994 32335.0215715 0.179130669641 15.9446284437 0.825954703369 -9.11163375578 -42.0805830044 -55.1380165627 41.2834292792 25 -51.6804647685 5.49655211512 
2125 5758.63349296 4.42029451839 -0.00810000486339 0.00260189691928 81.7255756901 2.4426982131 32372.1637406 0.0645715340022 12.3521150801 0.936932987174 -9.10592544181 -42.1003856317 -55.1211841628 41.2918867987 25 -51.6489257665 5.44495373885 
2126 5769.24252861 4.44205717294 -0.00106902886995 0.000474462212614 81.7254144441 2.9283257175 33045.721407 -0.233677501719 5.94463749362 0.754067964611 -9.00958842022 -42.120188259 -55.088808541 41.3007651581 25 -51.6173607796 5.39383956866 
2127 5769.17949366 4.43814330272 -0.00273132165209 0.00485662045653 81.7384699199 2.99900015455 33224.1639896 0.251643657462 19.0142692298 0.998065630634 -9.00477314359 -42.1399908863 -55.0591917752 41.3098702517 25 -51.5858562708 5.34271146504 
2128 5768.46353778 4.4378946433 -0.00253397830834 0.00458633330356 81.7267836469 2.66156654565 32660.2181335 0.194946794865 16.9442791322 0.924905459728 -8.98195284185 -42.1597935136 -55.0651144174 41.3178705176 25 -51.5554917019 5.29165609765 
2129 5774.61025251 4.44858357767 0.000371027000691 0.00382986884878 81.7242793072 3.65219256362 34401.7198607 0.306454148382 18.8632316912 1.14904575634 -8.97881674854 -42.1795961409 -55.0720027121 41.3248666228 25 -51.5262213998 5.24174782158 
2130 5775.70921348 4.45408692376 -1.34131377775e-05 0.000989854448395 81.72929796 3.26171954107 33880.3115078 0.253952943478 17.1633481943 1.18962674313 -8.87463753067 -42.1993987682 -55.0367928626 41.3324838294 25 -51.4967792701 5.19294097802 
2131 5767.94928248 4.43800700216 -0.00364472406866 0.00408022642703 81.7412734853 2.68723281023 32787.9997024 0.243916879126 18.6456542194 0.994387614872 -8.80668526542 -42.2192013955 -54.9713087211 41.341781689 25 -51.4662729496 5.14397661628 
2132 5773.52198676 4.44389292951 -7.4554022215e-05 0.0028736334151 81.7351669886 3.12190327745 33613.6630375 0.222293577552 17.8271953156 0.957383893067 -8.76863567172 -42.2390040228 -54.9385065362 41.3514727652 25 -51.4356975714 5.09396865669 
2133 5774.22636626 4.45157931233 0.000999922849002 0.000649464529195 81.7366272749 3.1089853164 33410.8156836 -0.172606213623 6.96274222212 0.758512908969 -8.72572827648 -42.25880665 -54.9177815167 41.3610853858 25 -51.4054174013 5.04390751675 
2134 5769.56737022 4.43212401634 -0.000533141159726 0.00229447591986 81.7234400132 3.37408741595 34010.9368901 -0.117143237286 7.87347793212 0.842438929795 -8.71982588502 -42.2786092773 -54.9134050087 41.3700069479 25 -51.3759002122 5.46952530959 
2135 5767.17119909 4.43970901937 -0.00390173491038 0.00526879944359 81.7270058519 3.88079265998 34943.8820694 0.24464526415 17.4618078841 1.16063956102 -8.70489823537 -42.2984119046 -54.9227691162 41.3778299422 25 -51.3474928297 5.42041847585 
2136 5767.22858252 4.43349100622 -0.00361894027846 0.0028158203144 81.7217049775 3.66627414779 34460.16344 -0.162048730564 7.61860813378 0.812270527795 -8.70232860325 -42.3182145319 -54.9338501313 41.3846308022 25 -51.3201704622 5.37242701192 
2137 5776.67240874 4.44661688422 0.00157773397445 0.00384628905684 81.7184122425 3.68313971835 34710.502531 -0.155981951951 7.14867831104 0.917997794599 -8.58875036401 -42.3380171592 -54.8939680122 41.3922519022 25 -51.2925075014 5.32552602356 
2138 5781.47958643 4.45687503927 0.00507705594471 0.00233704340851 81.7358532492 3.63555445228 34546.6595072 -0.1805688579 7.08148922362 0.87960969423 -8.55871700428 -42.3578197865 -54.84346373 41.4009705513 25 -51.2642143682 5.27829693414 
2139 5764.616196 4.43280502061 -0.0054417290074 0.00252367866935 81.7356934497 3.417807655 33973.5454901 0.314900781457 18.9450493593 1.08091820596 -8.55455441271 -42.3776224138 -54.8462789619 41.4088960972 25 -51.2367760596 5.23045247962 
2140 5770.6820585 4.4384465191 0.000261442752898 0.00348124722438 81.7111987817 2.56833078212 32552.5955554 0.121278218334 12.8869986625 1.09799445016 -8.51664863893 -42.3974250411 -54.8448699772 41.4162638718 25 -51.2100333946 5.18347036753 
2141 5768.71461483 4.43630978482 -0.0022358036296 0.000879300797897 81.7387525098 2.31330646581 32256.3966316 0.19679277007 14.9716408812 1.24135695271 -8.51426378329 -42.4172276684 -54.844706174 41.423084051 25 -51.1839831 5.13719225991 
2142 5765.57479736 4.43306137686 -0.00437571764341 0.00338871197672 81.7351684549 3.60836699502 34396.4458521 -0.143219757074 7.72361020169 0.713658250327 -8.50247929395 -42.4370302957 -54.8574074806 41.4290259706 25 -51.1589106786 5.09161491809 
2143 5777.70764641 4.45168669194 0.00356682940702 0.00398408307387 81.7322260747 2.4532381688 32637.1368362 0.144608909588 13.7016201577 1.07613375144 -8.5024448455 -42.456832923 -54.871317998 41.4341582667 25 -51.1347853791 5.04702200913 
2144 5775.97302711 4.44604104101 0.0019816296817 0.00100375632686 81.7288165553 2.50910667013 32636.9330071 0.277317170742 17.0931200744 1.15103512357 -8.30101848332 -42.4766355503 -54.7853271982 41.441656002 25 -51.109140001 5.00338272337 
2145 5775.73106682 4.45469911984 -0.000442481816277 0.000744117195037 81.7299066289 4.12813380028 35757.3939172 0.278191854082 18.5894713126 1.11651657972 -8.25862917925 -42.4964381776 -54.6880604245 41.4518171561 25 -51.0816164641 4.95824690274 
2146 5763.88322051 4.43202696251 -0.00380173861787 0.00341292006845 81.7462557582 2.62788169329 32596.6990641 0.148558068739 14.2682727264 1.06128904548 -8.24646229185 -42.5162408049 -54.6807910418 41.4614993332 25 -51.0546374086 4.91126115104 
2147 5774.57696767 4.45047381755 0.00145423203962 8.20111887053e-05 81.7292172976 2.93412695686 33124.8487464 -0.214621324603 6.2014048807 0.77999403794 -8.23493936574 -42.5360434322 -54.6887506693 41.4702309177 25 -51.0285727226 4.86483205311 
2148 5763.46913176 4.43366580234 -0.00295259474034 0.000711294049453 81.7184755178 2.2874934942 32093.0128061 0.0782253133216 12.04012986 0.993314287901 -8.06521099754 -42.5558460595 -54.6143475957 41.481064409 25 -51.0012346528 4.81932669359 
2149 5769.17568774 4.43383962086 -0.00349410835953 0.00440560456555 81.7316918743 3.36924057221 33807.4885689 0.0361024533102 10.4486630311 1.08399935193 -8.05311516076 -42.5756486868 -54.5468164828 41.4935926347 25 -50.9727911997 4.77257556249 
2150 5766.76401964 4.43064111191 -0.00293742646572 0.00477629536333 81.7204960236 3.70715571559 34506.8295264 -0.077850765004 9.00435463068 0.852284030686 -8.03504100051 -42.5954513141 -54.5515115663 41.5050344275 25 -50.9452622312 4.72474749212 
2151 5764.9787001 4.43852996488 -0.00515652847144 0.00489308235391 81.7264744267 3.72122068746 34554.5451015 0.255744080855 17.9266061787 1.1336132133 -8.01629995483 -42.6152539414 -54.5529035218 41.5156262742 25 -50.9185076195 4.67784587255 
2152 5763.64293826 4.43342208175 -0.00542750065355 0.00430662129556 81.7336207584 4.14100812558 35477.33612 0.224234579886 17.2365237173 0.983940079827 -8.00818331156 -42.6350565687 -54.5593129723 41.5252793772 25 -50.8926145472 4.63173170869 
2153 5763.42176611 4.43269374817 -0.00600957520092 0.000682125146537 81.7334979173 2.77943174233 33024.4640314 0.212481116244 15.7486137563 1.00206091669 -7.97339670872 -42.654859196 -54.5575209557 41.5343712553 25 -50.8673303363 4.58649120823 
2154 5766.97483144 4.4284757025 -0.00308998261635 0.00425703961309 81.7338122212 3.30270366525 33696.3401699 0.0283928697081 10.3805279298 0.907646790368 -7.97084904668 -42.6746618233 -54.5588068951 41.5428490784 25 -50.8427009875 4.54187414206 
2155 5772.98472269 4.43747860965 0.00146096535996 0.00291891900886 81.7370200163 4.21978258932 35869.858179 -0.0564547508436 9.47272771158 0.825671445551 -7.79920966201 -42.6944644506 -54.487838812 41.5532650414 25 -50.8169184228 5.71681153039 
2156 5765.82298913 4.43154580312 -0.00289670408501 0.00232349744678 81.7318712704 3.83838323356 34908.2364606 -0.0672246611458 9.41387192145 0.788055041736 -7.7096557467 -42.7142670779 -54.3797206345 41.5669757756 25 -50.7889538571 5.67137978143 
2157 5779.38226052 4.4540658766 0.00429988752642 0.000993003626472 81.7266594268 3.25842346471 33763.3019432 -0.193110611085 6.93161860237 0.747647206764 -7.70045199739 -42.7340697052 -54.351135994 41.5808524075 25 -50.7609721862 5.62378103332 
2158 5769.57815375 4.43163248178 -0.00149770227734 0.00420785208736 81.7278887549 4.01426774292 35185.243651 0.253230848661 17.1221682263 1.13935314399 -7.63494177318 -42.7538723325 -54.3330558704 41.5945055181 25 -50.7332624256 5.57617345584 
2159 5767.80227765 4.44104947486 -0.000359277404098 0.0010309697958 81.7134174806 2.26617529406 32176.9132204 -0.121407520017 7.85026230936 0.865811302741 -7.62697870419 -42.7736749597 -54.3166502776 41.6078598885 25 -50.7058599083 5.52884532467 
2160 5773.23646072 4.44208304428 0.00153168845659 0.00186798516904 81.7445585673 1.02577662701 31307.3931986 0.168517088556 13.7252835496 1.12681814915 -7.61963351436 -42.793477587 -54.3287999578 41.6198625576 25 -50.6795061885 5.48183208736 
2161 5766.45780193 4.42637402034 -0.00235345193976 0.00503785137807 81.7294166191 3.13344623621 33382.7431276 -0.107081380676 8.12631430099 0.822732784215 -7.60784589361 -42.8132802143 -54.3390255554 41.6307347028 25 -50.6540871242 5.43587231184 
2162 5767.12155898 4.43477635983 -0.00171606795636 0.0023373006137 81.7326961447 3.27896085223 33794.1865956 -0.124110725898 7.74524542017 0.805433848807 -7.56360473431 -42.8330828416 -54.330586521 41.6412404709 25 -50.6290907283 5.39085217373 
2163 5761.10995198 4.42653391708 -0.0068032194527 0.00214539059311 81.72882275 2.33065815681 32436.7678723 0.137510849017 13.970068601 0.981311791354 -7.40457114487 -42.8528854689 -54.2458382796 41.6542389919 25 -50.6025754581 5.34626196961 
2164 5774.89856619 4.45240294975 0.000642236804656 0.00095196369368 81.7306743061 3.06602270663 33410.6070208 -0.142243308907 7.91417597881 0.807883610865 -7.39637578501 -42.8726880962 -54.1851761711 41.6686871703 25 -50.575151656 5.30016998679 
2165 5774.78448355 4.44198076609 0.00150378950406 0.00221409111523 81.7336719282 1.33435081417 31517.2323763 0.0271190108815 9.84027665865 1.07842770705 -7.39623887593 -42.8924907235 -54.2008210571 41.6815784831 25 -50.548868831 5.25318487746 
2166 5770.18488273 4.43870893277 -0.00260480505543 0.00360454156022 81.7384358701 2.41793591142 32598.3915709 -0.00286100945317 9.60368690226 1.03957319006 -7.39372251328 -42.9122933508 -54.2192962593 41.6929939329 25 -50.5237220943 5.20734610117 
2167 5772.51370237 4.43951780305 0.00089173506554 0.00241896470392 81.7351283564 4.06727444242 35373.252761 -0.131884978023 7.63876749996 0.785635365557 -7.36375473534 -42.9320959781 -54.2227453536 41.7036185215 25 -50.4992756713 5.16264847265 
2168 5759.34188927 4.42781436985 -0.00834693372959 0.000523518936711 81.729930905 2.6859479159 32792.9629234 0.0482495715588 11.5139160338 0.912657668434 -7.3458939407 -42.9518986054 -54.2187060734 41.7137718452 25 -50.4753172058 5.11865847135 
2169 5771.2548551 4.43730134013 -0.000667310065096 0.00156740956357 81.7283341057 3.29025796469 33623.890181 0.192324008098 15.8950849465 1.07567838999 -7.31968143855 -42.9717012327 -54.2164260433 41.7234406648 25 -50.451866556 5.07516502542 
2170 5766.00490359 4.4294267775 -0.00467396124385 0.00444801768929 81.729335582 3.4917154248 34104.8354287 0.0460815372701 10.5811439613 0.990369505489 -7.31947116078 -42.99150386 -54.2231031596 41.7323848847 25 -50.4291040247 5.03218797722 
2171 5778.00052768 4.4445202725 0.00395385562177 0.000921753109746 81.7403175599 2.16636427998 32247.0550913 0.144029584394 13.5458813689 1.16282970434 -7.25063538687 -43.0113064873 -54.207790588 41.7413554587 25 -50.4065085488 4.98990649087 
2172 5758.76765118 4.43039154259 -0.00619494683533 0.00082290317617 81.7231735591 2.49146203116 32459.0778937 0.142377026465 13.3266323839 1.01630972085 -7.16441470159 -43.0311091146 -54.1497282011 41.7517116938 25 -50.3831067727 4.94780312337 
2173 5763.92181614 4.43526071679 -0.00514339080434 0.00171914727413 81.7292971428 2.07381941334 31962.271633 -0.0237061692129 9.45522387749 0.881190391309 -7.11677100154 -43.0509117419 -54.1032438855 41.7630518965 25 -50.3591650319 4.90491210042 
2174 5777.72319573 4.44473518911 0.00402367853734 0.00123917505521 81.7218156635 3.30298577036 33684.4944351 0.161145214846 14.5511818191 1.06766289901 -7.10687098884 -43.0707143692 -54.0945461186 41.7740643545 25 -50.3355812533 4.86149902173 
2175 5779.32749269 4.44739707868 0.00457862394753 0.00109817545193 81.7253036255 3.49545907378 34205.6835118 0.154910963344 14.4835375579 1.11451863961 -7.09803259125 -43.0905169965 -54.1049820273 41.7841567604 25 -50.3127773688 4.81845570916 
2176 5779.72606875 4.44881268501 0.00441554381039 0.0014107225722 81.7380661739 2.93356569636 33305.0077488 0.0279317350703 10.9275129855 0.947648076417 -7.0859517182 -43.1103196238 -54.1143165406 41.7934549605 25 -50.290686806 4.77620080282 
2177 5776.60528818 4.45060059292 0.00129025827226 0.00234405236442 81.7291656445 3.8565851097 34985.9364934 -0.113152146053 8.03355224816 0.794981613928 -7.07316008883 -43.1301222511 -54.1216807069 41.8020935659 25 -50.2692305965 4.73466812187 
2178 5770.40587368 4.43593072879 -0.00192835760187 0.00388166255387 81.7199038927 3.63751202177 34515.7374076 -0.164509650362 6.83394404917 0.900592760351 -7.06765387985 -43.1499248784 -54.1323510784 41.8100400752 25 -50.2484457462 4.69377927204 
2179 5774.10463083 4.43883860001 0.00358639543659 0.000585281170605 81.7462623827 2.02354640234 32047.6495239 0.187268636053 15.0434447253 1.04813360523 -7.0655386188 -43.1697275057 -54.1483462011 41.8172181291 25 -50.2284040038 4.6535708218 
2180 5768.93442409 4.43553789384 -0.000685641221998 0.000927813969581 81.746024734 1.84793938109 31932.8382254 0.210559738539 15.3723580878 1.10152263056 -7.05536029021 -43.189530133 -54.1619896432 41.8237652576 25 -50.2090197351 4.61411365947 
2181 5767.95905222 4.43136151589 -0.00129486752076 0.00313711211463 81.720233139 3.64433091333 34508.8527731 0.186542192918 15.6724356309 0.931535914457 -6.9977181696 -43.2093327603 -54.1474797263 41.8304498716 25 -50.1897288188 4.57532277498 
2182 5761.08815513 4.42799983443 -0.00706117462564 0.000397232063071 81.7259871896 2.36465091099 32324.6777804 0.123176824015 12.9793290054 0.960094206046 -6.92576038925 -43.2291353876 -54.1022505717 41.8380717226 25 -50.1699359685 4.53663990349 
2183 5769.5278419 4.43726914302 -0.00131307689719 0.00235857130889 81.7335419742 3.7112589485 34620.425897 -0.0846519253685 9.11615373604 0.79896516093 -6.9203923236 -43.2489380149 -54.0840337747 41.8458770362 25 -50.1501739822 4.49747688036 
2184 5772.29751543 4.44644739347 0.000182557136281 0.00163428070546 81.726275091 3.12136256218 33572.1925724 -0.126835690838 8.13223853637 0.803968174594 -6.86456821235 -43.2687406422 -54.0728544247 41.853692318 25 -50.1305792363 4.45836163219 
2185 5768.83574176 4.43655372083 -0.00185358609172 0.00385844846493 81.7274403899 3.73451951369 34771.7342066 0.278437525667 18.2478167102 1.09941350138 -6.79369061196 -43.2885432694 -54.0290678642 41.8624140203 25 -50.1105094607 4.41942953158 
2186 5774.76780555 4.44669815284 -0.000192662123075 0.00261266518518 81.7414877772 3.53898044521 34337.0805499 0.187627676669 15.6352696865 1.04726743553 -6.77958918706 -43.3083458967 -54.0069839456 41.8714012657 25 -50.0903996252 4.38004681637 
2187 5772.32336285 4.43466816261 0.000803286731217 0.00209279701152 81.7201390459 3.65299771529 34562.4536983 0.182706155711 15.5037611244 0.940257128038 -6.67015468369 -43.328148524 -53.9635472224 41.8813168768 38 -50.0698200264 4.3406442281 
2188 5766.41586882 4.44169482884 -0.00125373815023 0.000374006278834 81.740487659 2.95191670761 33157.3688044 0.240634111685 18.1392062031 0.858848296731 -6.62885411495 -43.3479511513 -53.9092653541 41.8924485029 25 -50.0485424809 4.30079873001 
2189 5773.58401138 4.43817736268 0.00141807454624 0.00246487911059 81.7369039826 3.70732106788 34630.7824184 -0.129404586654 8.00080515276 0.848086210438 -6.61962472598 -43.3677537786 -53.9040055569 41.9032539434 25 -50.027599523 4.26028694752 
2190 5771.7880522 4.44912162001 0.000985022596566 0.000577406771567 81.7364714757 2.66217697597 32882.9859674 0.103892815911 13.0963041234 0.924653030372 -6.61086244335 -43.3875564059 -53.9148133989 41.9132778772 25 -50.007304479 4.22012832685 
2191 5777.49796394 4.44805757884 0.00272896199781 0.00101932630775 81.7268341817 3.51783555071 34166.1526522 -0.0374164819004 9.72862154982 0.824434640578 -6.42968602342 -43.4073590332 -53.8355587597 41.9254344061 25 -49.9857900357 4.18063175503 
2192 5769.55166831 4.43561394659 -0.00257054140694 0.00392764793245 81.7208993424 3.72163000393 34621.0385592 -0.128392288641 7.91583357158 0.890829537511 -6.38153634357 -43.4271616605 -53.7445060785 41.9401007992 25 -49.9627439927 4.13995939829 
2193 5771.3759285 4.44050962018 0.000537586848084 0.00206879210357 81.7312033013 3.22498252222 33753.1098885 -0.120569921529 7.99020803043 0.871096029622 -6.37960576857 -43.4469642878 -53.7395578834 41.9542180513 25 -49.940106639 4.0978076147 
2194 5776.82017099 4.45247189163 0.00245954089139 0.00121467083541 81.7333934801 3.11221747928 33578.7348951 0.0439753313452 11.8928818864 0.864141814228 -6.33076196675 -43.4667669151 -53.7336756032 41.9678728362 25 -49.9178412599 4.05608743391 
2195 5774.26081066 4.44607523966 0.000888969784662 0.00183275768725 81.7222987283 3.12220096649 33591.3019196 -0.0875346161024 8.71442508429 0.898788476561 -6.19156659904 -43.4865695424 -53.6573368646 41.9837015601 25 -49.8943531894 4.01476316719 
2196 5769.27862594 4.43072800824 -9.50402248666e-05 0.00265892724398 81.7252704153 3.61574715562 34418.6547772 0.138496530827 14.236078462 0.941124659198 -6.10953673662 -43.5063721697 -53.5681059664 42.0022462698 25 -49.869288898 3.97227058568 
2197 5770.61193616 4.44003240024 0.000187488829047 0.00215603503016 81.7228151837 3.6409883209 34303.0605959 -0.173380649396 7.08404235073 0.810228486327 -6.08967211487 -43.526174797 -53.5377529036 42.0210284289 25 -49.8440933565 3.92826740616 
2198 5764.89573964 4.42753489629 -0.00311438227326 0.00253763649499 81.7333228941 3.68712324255 34536.7434136 -0.0732257848453 8.90002380259 0.821598368384 -6.08543372962 -43.5459774243 -53.5455511065 42.0384540467 25 -49.8197056568 3.88417451394 
2199 5774.01895452 4.44053662982 0.00225855704566 0.00239153835965 81.7415341577 1.40250510006 31633.6482594 0.155948498078 14.0009749308 1.06029894344 -6.01653780182 -43.5657800516 -53.5281956089 42.055665258 25 -49.7954868018 3.840912899 
2200 5776.1010834 4.45561794293 0.0023170279335 0.000102550459922 81.7286848241 2.94667022437 33153.2465414 -0.0557398248455 9.33408740701 0.859513339968 -5.878139426 -43.5855826789 -53.4425519428 42.075591674 25 -49.7697532472 3.79785738271 
2201 5778.32768966 4.44525852698 0.004039269799 0.00150435146235 81.7217648954 2.92928937038 33144.8132833 0.185187952102 15.0167205259 1.10779731096 -5.79422408512 -43.6053853062 -53.3527101023 42.0984682225 25 -49.7423390774 3.75336512021 
2202 5768.46561729 4.43926903054 -0.000286923802489 0.000588010769432 81.7423549159 1.72469765334 31792.6695275 0.132605502618 13.2756821778 0.933424434948 -5.74188899219 -43.6251879335 -53.3049251464 42.1222571151 25 -49.7143685504 3.70728092725 
2203 5773.59316176 4.44350542839 0.00184021862924 0.00132889672317 81.7234186623 1.61572354453 31646.7270286 0.0543559628067 10.5584415691 1.08131480635 -5.67552695955 -43.6449905608 -53.2651711531 42.1465388607 25 -49.6860711313 3.66070806439 
2204 5773.26235829 4.44341175201 0.000191017810064 0.000248412210588 81.7363594788 2.7445389553 32893.5660099 0.000731499885325 10.4151861972 1.03983274065 -5.67539792751 -43.6647931881 -53.252278635 42.1699038804 25 -49.6582003185 3.6138743041 
2205 5772.81734874 4.44161175732 -0.000292983374003 0.00109678563323 81.7347438514 2.03490552769 32133.8914812 0.205029256792 15.2503278837 1.19938137873 -5.63665139876 -43.6845958154 -53.252455834 42.1918097734 25 -49.6310900116 3.56751578167 
2206 5762.45634593 4.42515359943 -0.00462517286008 0.00254395665612 81.7298009855 3.56645111985 34251.7050513 -0.0442069915398 9.43404596172 0.842507508935 -5.54578475841 -43.7043984427 -53.2066077883 42.2145878328 25 -49.6034739459 3.52195763994 
2207 5766.75735812 4.43218877776 -0.00409746355009 0.00376518372199 81.7289257106 2.42704226972 32376.60243 0.0539492378353 10.865514427 1.07551544556 -5.54171746068 -43.72420107 -53.1799731171 42.2372088493 25 -49.5758845989 3.47597248432 
2208 5769.15220402 4.43512335375 -0.00193177636684 0.00369795380144 81.7246176895 3.65506458377 34356.0448619 0.0385666809554 10.9670435375 0.908765996289 -5.41135779924 -43.7440036973 -53.1304416299 42.2608997801 25 -49.5476917404 3.43008059216 
2209 5764.3314384 4.42976161148 -0.002926314223 0.00169671286139 81.720015447 2.56469348724 32466.2368024 0.19787084939 15.2559669451 1.10163157515 -5.40343379147 -43.7638063246 -53.0832172766 42.2853944032 25 -49.5189648987 3.38367604554 
2210 5768.38411788 4.43826342962 -0.00245088586045 0.00301800769585 81.7434087663 2.24337513015 32277.3908218 0.200459788315 15.0066895624 1.12853417754 -5.37860473908 -43.7836089519 -53.0865741643 42.308141701 25 -49.4911325886 3.33683199722 
2211 5773.51767309 4.44342394775 0.00237695312569 0.000916316757395 81.7455736849 1.23164644995 31406.3023425 0.146067538936 13.709017074 1.02405594213 -5.35489712611 -43.8034115791 -53.0821152625 42.3296798361 25 -49.4639346062 3.29092993138 
2212 5773.38419512 4.44463971707 0.000307040553589 0.00240699650336 81.7380548177 1.41438355821 31659.6176122 0.0521964962554 10.6850269327 1.06377246813 -5.33645789448 -43.8232142064 -53.0808722221 42.3499644923 25 -49.437424309 3.36732477813 
2213 5774.90509191 4.44992668686 0.00180243470569 0.00136159792604 81.7353671445 1.88019725658 32050.4405716 0.125040267852 13.747883488 0.92292579903 -5.30546507899 -43.8430168337 -53.0758812614 42.3692738899 25 -49.4114711411 3.32264502773 
2214 5774.53503664 4.45484474275 7.94228499733e-05 0.000854110347475 81.7354804565 3.06612583108 33450.903792 0.177997837754 15.407682564 0.97358577919 -5.23285157948 -43.862819461 -53.0433418504 42.3889018184 25 -49.3853486959 4.45132274047 
2215 5758.82524257 4.42487361067 -0.00723411057812 0.000344480206966 81.7255494909 2.4126775345 32402.8530025 0.0677957254444 11.9304016856 0.976113431732 -5.22939567382 -43.8826220883 -53.0257672275 42.4081388805 25 -49.3594457343 4.40594563775 
2216 5771.38176037 4.44156285846 -0.00163943925072 0.00317294156922 81.7201813013 2.38031134958 32385.400758 0.0418805440534 10.8624957006 0.987939039258 -5.21363781806 -43.9024247156 -53.0359334286 42.425846805 25 -49.3344490495 4.36081064674 
2217 5774.76423279 4.44554775458 0.000200503564653 0.00222513371037 81.7396042149 3.59783728808 34436.7988339 0.221379108029 16.4932552362 1.08321358394 -5.14645337765 -43.9222273429 -53.0137318337 42.4435032513 25 -49.3095212727 4.31659616878 
2218 5771.18733726 4.43460691128 1.93765252554e-05 0.00240278123842 81.727445928 3.62455312088 34376.8685181 -0.0936218729262 8.18142713734 0.844024892501 -5.14392241728 -43.9420299702 -52.9992400724 42.460768252 25 -49.2848491236 4.27247606795 
2219 5761.15757106 4.42383638523 -0.00417045123366 0.00116766840839 81.7410208884 1.73359744916 31704.7639761 0.167924380575 14.4925259474 1.0195874027 -5.12910108621 -43.9618325975 -53.010339896 42.4766694939 25 -49.2610337061 4.22863538994 
2220 5768.69668636 4.43299131357 -0.00193319466648 0.00142935598834 81.738793034 3.19398138381 33620.5194868 0.00735328701794 10.4623310364 1.01988640425 -5.0350462898 -43.9816352248 -52.9746265375 42.4931549587 25 -49.2369366489 4.18566681364 
2221 5766.8158409 4.42964027839 -0.00285020579085 0.00266168550535 81.7308400268 3.1411270622 33465.8889542 0.164819108957 15.3621915481 0.990094531844 -5.02627781465 -44.0014378521 -52.944113299 42.5099491082 25 -49.2126863492 4.14244957591 
2222 5765.57998733 4.43344474251 -0.00251892419376 0.000795418709755 81.7355333857 2.79987159821 32771.4150681 0.199901100704 15.7665737759 1.06925642117 -5.01638578976 -44.0212404794 -52.9545830556 42.5254586105 25 -49.1892539535 4.09911176668 
